"RM Item Desc","Date","Amount (in Rs. Crore)","Prompts_Time1","Sequence"
"RM1.3) Bankers' deposits with RBI ","2013/06/21 00:00:00","316408.2481","2013 -06-21","1153"
"RM2.1.1) RBI's Claims on - Government (net)","2013/06/21 00:00:00","655186.600023","2013 -06-21","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2013/06/21 00:00:00","18540.73","2013 -06-21","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2013/06/21 00:00:00","2126.2998","2013 -06-21","1162"
"RM2.2) Net foreign exchange assets of RBI ","2013/06/21 00:00:00","1668962.52081","2013 -06-21","1163"
"RM2.3) Govt't currency liabilities to the public ","2013/06/21 00:00:00","15717.9781","2013 -06-21","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2013/06/21 00:00:00","809313.3235","2013 -06-21","1165"
"RM1) Reserve Money (Liabilities/Components) ","2013/06/21 00:00:00","1551220.809366","2013 -06-21","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2013/06/21 00:00:00","20667.0298","2013 -06-21","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2013/06/21 00:00:00","654677.622223","2013 -06-21","1157"
"RM1.1) Currency in circulation -Total ","2013/07/05 00:00:00","1220267.1416","2013 -07-05","1150"
"RM1.2) `Other' deposits with RBI ","2013/07/05 00:00:00","2074.312166","2013 -07-05","1152"
"RM1.3) Bankers' deposits with RBI ","2013/07/05 00:00:00","299932.3959","2013 -07-05","1153"
"RM2.1.1) RBI's Claims on - Government (net)","2013/07/05 00:00:00","641729.966648","2013 -07-05","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2013/07/05 00:00:00","16493.24","2013 -07-05","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2013/07/05 00:00:00","1454.9748","2013 -07-05","1162"
"RM2.2) Net foreign exchange assets of RBI ","2013/07/05 00:00:00","1656106.584109","2013 -07-05","1163"
"RM2.3) Govt't currency liabilities to the public ","2013/07/05 00:00:00","15885.8272","2013 -07-05","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2013/07/05 00:00:00","809396.7446","2013 -07-05","1165"
"RM1) Reserve Money (Liabilities/Components) ","2013/07/05 00:00:00","1522273.849666","2013 -07-05","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2013/07/05 00:00:00","17948.2148","2013 -07-05","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2013/07/05 00:00:00","641501.516248","2013 -07-05","1157"
"RM1.1) Currency in circulation -Total ","2013/11/29 00:00:00","1261768.6627","2013 -11-29","1150"
"RM1.2) `Other' deposits with RBI ","2013/11/29 00:00:00","7942.8833","2013 -11-29","1152"
"RM1.1) Currency in circulation -Total ","2014/11/14 00:00:00","1383006.0546","2014 -11-14","1150"
"RM1.3) Bankers' deposits with RBI ","2014/11/14 00:00:00","358387.8674","2014 -11-14","1153"
"RM1.2) `Other' deposits with RBI ","2014/11/14 00:00:00","8010.9809","2014 -11-14","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/11/14 00:00:00","583620.1496","2014 -11-14","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/11/14 00:00:00","45274.75","2014 -11-14","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/11/14 00:00:00","4976.02","2014 -11-14","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/11/14 00:00:00","1925797.2828","2014 -11-14","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/11/14 00:00:00","18612","2014 -11-14","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/11/14 00:00:00","828875.2995","2014 -11-14","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/11/14 00:00:00","1749404.9029","2014 -11-14","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/11/14 00:00:00","50250.77","2014 -11-14","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/11/14 00:00:00","581928.7037","2014 -11-14","1157"
"RM1.3) Bankers' deposits with RBI ","2013/11/29 00:00:00","346803.1354","2013 -11-29","1153"
"RM2.1.1) RBI's Claims on - Government (net)","2013/11/29 00:00:00","658385.9775","2013 -11-29","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2013/11/29 00:00:00","39283.52","2013 -11-29","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2013/11/29 00:00:00","3886.8046","2013 -11-29","1162"
"RM2.2) Net foreign exchange assets of RBI ","2013/11/29 00:00:00","1781822.0052","2013 -11-29","1163"
"RM2.3) Govt't currency liabilities to the public ","2013/11/29 00:00:00","16743.3285","2013 -11-29","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2013/11/29 00:00:00","883606.8926","2013 -11-29","1165"
"RM1) Reserve Money (Liabilities/Components) ","2013/11/29 00:00:00","1616514.6814","2013 -11-29","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2013/11/29 00:00:00","43170.3246","2013 -11-29","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2013/11/29 00:00:00","658428.4559","2013 -11-29","1157"
"RM1.1) Currency in circulation -Total ","2014/04/25 00:00:00","1342160.7916","2014 -04-25","1150"
"RM1.3) Bankers' deposits with RBI ","2014/04/25 00:00:00","352982.8337","2014 -04-25","1153"
"RM1.2) `Other' deposits with RBI ","2014/04/25 00:00:00","2315.8052","2014 -04-25","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/04/25 00:00:00","643745.2658","2014 -04-25","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/04/25 00:00:00","47480.1673","2014 -04-25","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/04/25 00:00:00","8990.2548","2014 -04-25","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/04/25 00:00:00","1865489.6304","2014 -04-25","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/04/25 00:00:00","17477","2014 -04-25","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/04/25 00:00:00","885722.8911","2014 -04-25","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/04/25 00:00:00","1697459.4305","2014 -04-25","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/04/25 00:00:00","56470.4221","2014 -04-25","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/04/25 00:00:00","641706.9583","2014 -04-25","1157"
"RM1.1) Currency in circulation -Total ","2014/11/21 00:00:00","1375975.2071","2014 -11-21","1150"
"RM1.3) Bankers' deposits with RBI ","2014/11/21 00:00:00","360602.1619","2014 -11-21","1153"
"RM1.2) `Other' deposits with RBI ","2014/11/21 00:00:00","8659.0866","2014 -11-21","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/11/21 00:00:00","567537.1159","2014 -11-21","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/11/21 00:00:00","57291.75","2014 -11-21","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/11/21 00:00:00","5016.02","2014 -11-21","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/11/21 00:00:00","1926960.0564","2014 -11-21","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/11/21 00:00:00","18612","2014 -11-21","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/11/21 00:00:00","830180.4867","2014 -11-21","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/11/21 00:00:00","1745236.4556","2014 -11-21","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/11/21 00:00:00","62307.77","2014 -11-21","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/11/21 00:00:00","565714.0085","2014 -11-21","1157"
"RM1.1) Currency in circulation -Total ","2014/11/28 00:00:00","1369482.0993","2014 -11-28","1150"
"RM1.3) Bankers' deposits with RBI ","2014/11/28 00:00:00","371493.2618","2014 -11-28","1153"
"RM1.2) `Other' deposits with RBI ","2014/11/28 00:00:00","8727.4817","2014 -11-28","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/11/28 00:00:00","556815.4954","2014 -11-28","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/11/28 00:00:00","62554.5","2014 -11-28","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/11/28 00:00:00","4214.16","2014 -11-28","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/11/28 00:00:00","1938993.6886","2014 -11-28","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/11/28 00:00:00","18740","2014 -11-28","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/11/28 00:00:00","831615.0012","2014 -11-28","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/11/28 00:00:00","1749702.8428","2014 -11-28","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/11/28 00:00:00","66768.66","2014 -11-28","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/11/28 00:00:00","555759.2832","2014 -11-28","1157"
"RM1.1) Currency in circulation -Total ","2014/12/12 00:00:00","1394385.7229","2014 -12-12","1150"
"RM1.3) Bankers' deposits with RBI ","2014/12/12 00:00:00","369162.8428","2014 -12-12","1153"
"RM1.2) `Other' deposits with RBI ","2014/12/12 00:00:00","8242.4092","2014 -12-12","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/12/12 00:00:00","565854.925","2014 -12-12","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/12/12 00:00:00","64040.2","2014 -12-12","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/12/12 00:00:00","4771.28","2014 -12-12","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/12/12 00:00:00","1957532.3885","2014 -12-12","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/12/12 00:00:00","18740","2014 -12-12","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/12/12 00:00:00","839147.8186","2014 -12-12","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/12/12 00:00:00","1771790.9749","2014 -12-12","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/12/12 00:00:00","68811.48","2014 -12-12","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/12/12 00:00:00","563964.1708","2014 -12-12","1157"
"RM1.1) Currency in circulation -Total ","2012/12/28 00:00:00","1142107.0952","2012 -12-28","1150"
"RM1.2) `Other' deposits with RBI ","2012/12/28 00:00:00","1500.072606","2012 -12-28","1152"
"RM1.3) Bankers' deposits with RBI ","2012/12/28 00:00:00","314396.8182","2012 -12-28","1153"
"RM2.1.1) RBI's Claims on - Government (net)","2012/12/28 00:00:00","550466.651159","2012 -12-28","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/12/28 00:00:00","24536.78","2012 -12-28","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/12/28 00:00:00","3730.2498","2012 -12-28","1162"
"RM2.2) Net foreign exchange assets of RBI ","2012/12/28 00:00:00","1592981.730643","2012 -12-28","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/12/28 00:00:00","14845.264","2012 -12-28","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/12/28 00:00:00","728556.687","2012 -12-28","1165"
"RM1) Reserve Money (Liabilities/Components) ","2012/12/28 00:00:00","1458003.986006","2012 -12-28","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/12/28 00:00:00","28267.0298","2012 -12-28","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/12/28 00:00:00","549798.776959","2012 -12-28","1157"
"RM1.1) Currency in circulation -Total ","2013/11/22 00:00:00","1270918.9179","2013 -11-22","1150"
"RM1.2) `Other' deposits with RBI ","2013/11/22 00:00:00","4161.5121","2013 -11-22","1152"
"RM1.3) Bankers' deposits with RBI ","2013/11/22 00:00:00","332839.507","2013 -11-22","1153"
"RM2.1.1) RBI's Claims on - Government (net)","2013/11/22 00:00:00","677674.767","2013 -11-22","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2013/11/22 00:00:00","42928.49","2013 -11-22","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2013/11/22 00:00:00","3708.8048","2013 -11-22","1162"
"RM2.2) Net foreign exchange assets of RBI ","2013/11/22 00:00:00","1766505.4047","2013 -11-22","1163"
"RM2.3) Govt't currency liabilities to the public ","2013/11/22 00:00:00","16555.8638","2013 -11-22","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2013/11/22 00:00:00","899453.3314","2013 -11-22","1165"
"RM1) Reserve Money (Liabilities/Components) ","2013/11/22 00:00:00","1607919.937","2013 -11-22","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2013/11/22 00:00:00","46637.2948","2013 -11-22","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2013/11/22 00:00:00","677717.2261","2013 -11-22","1157"
"RM1.1) Currency in circulation -Total ","2014/04/18 00:00:00","1345087.6875","2014 -04-18","1150"
"RM1.3) Bankers' deposits with RBI ","2014/04/18 00:00:00","347043.7486","2014 -04-18","1153"
"RM1.2) `Other' deposits with RBI ","2014/04/18 00:00:00","2343.5895","2014 -04-18","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/04/18 00:00:00","656875.3166","2014 -04-18","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/04/18 00:00:00","32042.4173","2014 -04-18","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/04/18 00:00:00","8990.2548","2014 -04-18","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/04/18 00:00:00","1841607.2371","2014 -04-18","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/04/18 00:00:00","17477","2014 -04-18","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/04/18 00:00:00","862517.2035","2014 -04-18","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/04/18 00:00:00","1694475.0256","2014 -04-18","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/04/18 00:00:00","41032.6721","2014 -04-18","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/04/18 00:00:00","655013.7088","2014 -04-18","1157"
"RM1.1) Currency in circulation -Total ","2014/06/06 00:00:00","1378426.5079","2014 -06-06","1150"
"RM1.3) Bankers' deposits with RBI ","2014/06/06 00:00:00","351729.8375","2014 -06-06","1153"
"RM1.2) `Other' deposits with RBI ","2014/06/06 00:00:00","1441.3515","2014 -06-06","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/06/06 00:00:00","697496.2022","2014 -06-06","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/06/06 00:00:00","12344.6","2014 -06-06","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/06/06 00:00:00","5673.9048","2014 -06-06","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/06/06 00:00:00","1825384.534","2014 -06-06","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/06/06 00:00:00","17698","2014 -06-06","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/06/06 00:00:00","826999.5487","2014 -06-06","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/06/06 00:00:00","1731597.6969","2014 -06-06","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/06/06 00:00:00","18018.5048","2014 -06-06","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/06/06 00:00:00","696290.7484","2014 -06-06","1157"
"RM1.1) Currency in circulation -Total ","2014/07/25 00:00:00","1348839.7802","2014 -07-25","1150"
"RM1.3) Bankers' deposits with RBI ","2014/07/25 00:00:00","358308.5991","2014 -07-25","1153"
"RM1.2) `Other' deposits with RBI ","2014/07/25 00:00:00","8135.277","2014 -07-25","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2014/07/25 00:00:00","528252.7548","2014 -07-25","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2014/07/25 00:00:00","122251.6","2014 -07-25","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2014/07/25 00:00:00","11499.19","2014 -07-25","1162"
"RM2.2) Net foreign exchange assets of RBI ","2014/07/25 00:00:00","1910364.6651","2014 -07-25","1163"
"RM2.3) Govt't currency liabilities to the public ","2014/07/25 00:00:00","18056","2014 -07-25","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2014/07/25 00:00:00","875140.5536","2014 -07-25","1165"
"RM1) Reserve Money (Liabilities/Components) ","2014/07/25 00:00:00","1715283.6563","2014 -07-25","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/07/25 00:00:00","133750.79","2014 -07-25","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/07/25 00:00:00","528031.3771","2014 -07-25","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2014/08/15 00:00:00","120236.1177","2014 -08-15","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2014/08/15 00:00:00","505286.188","2014 -08-15","1157"
"RM1.1) Currency in circulation -Total ","2020/02/21 00:00:00","2357701.66622836","2020 -02-21","1150"
"RM1.3) Bankers' deposits with RBI ","2020/02/21 00:00:00","586330","2020 -02-21","1153"
"RM1.2) `Other' deposits with RBI ","2020/02/21 00:00:00","33438.9716912681","2020 -02-21","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2020/02/21 00:00:00","934452","2020 -02-21","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2020/02/21 00:00:00","-233023","2020 -02-21","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2020/02/21 00:00:00","4427","2020 -02-21","1162"
"RM2.2) Net foreign exchange assets of RBI ","2020/02/21 00:00:00","3408531.00169127","2020 -02-21","1163"
"RM2.3) Govt't currency liabilities to the public ","2020/02/21 00:00:00","26279.66622836","2020 -02-21","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2020/02/21 00:00:00","1163196.03","2020 -02-21","1165"
"RM1) Reserve Money (Liabilities/Components) ","2020/02/21 00:00:00","2977470.6379","2020 -02-21","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2020/02/21 00:00:00","-228596","2020 -02-21","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2020/02/21 00:00:00","933267","2020 -02-21","1157"
"RM1.1) Currency in circulation -Total ","2020/05/15 00:00:00","2588962.1435","2020 -05-15","1150"
"RM1.3) Bankers' deposits with RBI ","2020/05/15 00:00:00","467495","2020 -05-15","1153"
"RM1.2) `Other' deposits with RBI ","2020/05/15 00:00:00","38904.9221","2020 -05-15","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2020/05/15 00:00:00","1307797","2020 -05-15","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2020/05/15 00:00:00","-471657","2020 -05-15","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2020/05/15 00:00:00","3336","2020 -05-15","1162"
"RM2.2) Net foreign exchange assets of RBI ","2020/05/15 00:00:00","3665025.9521","2020 -05-15","1163"
"RM2.3) Govt't currency liabilities to the public ","2020/05/15 00:00:00","26359.1435","2020 -05-15","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2020/05/15 00:00:00","1435499.03","2020 -05-15","1165"
"RM1) Reserve Money (Liabilities/Components) ","2020/05/15 00:00:00","3095362.0656","2020 -05-15","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2020/05/15 00:00:00","-468321","2020 -05-15","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2020/05/15 00:00:00","1302024","2020 -05-15","1157"
"RM1.1) Currency in circulation -Total ","2020/08/21 00:00:00","2688436.4739","2020 -08-21","1150"
"RM1.3) Bankers' deposits with RBI ","2020/08/21 00:00:00","464794","2020 -08-21","1153"
"RM1.2) `Other' deposits with RBI ","2020/08/21 00:00:00","39768.5731","2020 -08-21","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2020/08/21 00:00:00","994754","2020 -08-21","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2020/08/21 00:00:00","-358066","2020 -08-21","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2020/08/21 00:00:00","11613","2020 -08-21","1162"
"RM2.2) Net foreign exchange assets of RBI ","2020/08/21 00:00:00","4007882.6031","2020 -08-21","1163"
"RM2.3) Govt't currency liabilities to the public ","2020/08/21 00:00:00","26429.4739","2020 -08-21","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2020/08/21 00:00:00","1489614.03","2020 -08-21","1165"
"RM1) Reserve Money (Liabilities/Components) ","2020/08/21 00:00:00","3192999.0469","2020 -08-21","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2020/08/21 00:00:00","-346453","2020 -08-21","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2020/08/21 00:00:00","988987","2020 -08-21","1157"
"RM1.1) Currency in circulation -Total ","2021/04/23 00:00:00","2907159.721","2021 -04-23","1150"
"RM1.3) Bankers' deposits with RBI ","2021/04/23 00:00:00","595371.83","2021 -04-23","1153"
"RM1.2) `Other' deposits with RBI ","2021/04/23 00:00:00","45508.6983","2021 -04-23","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/04/23 00:00:00","1144051.62","2021 -04-23","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/04/23 00:00:00","-478902.43","2021 -04-23","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/04/23 00:00:00","8671.52","2021 -04-23","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/04/23 00:00:00","4361389.1983","2021 -04-23","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/04/23 00:00:00","26912.611","2021 -04-23","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/04/23 00:00:00","1514082.27","2021 -04-23","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/04/23 00:00:00","3548040.2493","2021 -04-23","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/04/23 00:00:00","-470230.91","2021 -04-23","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/04/23 00:00:00","1141730.82","2021 -04-23","1157"
"RM1.1) Currency in circulation -Total ","2021/12/03 00:00:00","2984193.21103396","2021 -12-03","1150"
"RM1.3) Bankers' deposits with RBI ","2021/12/03 00:00:00","732506.58","2021 -12-03","1153"
"RM1.2) `Other' deposits with RBI ","2021/12/03 00:00:00","48234.5504642679","2021 -12-03","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/12/03 00:00:00","1309945.96","2021 -12-03","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/12/03 00:00:00","-832998.56","2021 -12-03","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/12/03 00:00:00","2067.29","2021 -12-03","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/12/03 00:00:00","4605629.67046427","2021 -12-03","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/12/03 00:00:00","27538.75103396","2021 -12-03","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/12/03 00:00:00","1347248.77","2021 -12-03","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/12/03 00:00:00","3764934.34149823","2021 -12-03","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/12/03 00:00:00","-830931.27","2021 -12-03","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/12/03 00:00:00","1302230.35","2021 -12-03","1157"
"RM1.1) Currency in circulation -Total ","2021/05/21 00:00:00","2964189.7531","2021 -05-21","1150"
"RM1.3) Bankers' deposits with RBI ","2021/05/21 00:00:00","649716.88","2021 -05-21","1153"
"RM1.2) `Other' deposits with RBI ","2021/05/21 00:00:00","48451.1483","2021 -05-21","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/05/21 00:00:00","1025198.78","2021 -05-21","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/05/21 00:00:00","-357508.37","2021 -05-21","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/05/21 00:00:00","1434.6","2021 -05-21","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/05/21 00:00:00","4298742.7883","2021 -05-21","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/05/21 00:00:00","26973.0331","2021 -05-21","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/05/21 00:00:00","1332483.05","2021 -05-21","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/05/21 00:00:00","3662357.7814","2021 -05-21","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/05/21 00:00:00","-356073.77","2021 -05-21","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/05/21 00:00:00","1022585.02","2021 -05-21","1157"
"RM1.1) Currency in circulation -Total ","2021/07/23 00:00:00","2968067.1337","2021 -07-23","1150"
"RM1.3) Bankers' deposits with RBI ","2021/07/23 00:00:00","673988.55","2021 -07-23","1153"
"RM1.2) `Other' deposits with RBI ","2021/07/23 00:00:00","47265.2879","2021 -07-23","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/07/23 00:00:00","1048408.59","2021 -07-23","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/07/23 00:00:00","-551456.84","2021 -07-23","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/07/23 00:00:00","8828.02","2021 -07-23","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/07/23 00:00:00","4524878.4879","2021 -07-23","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/07/23 00:00:00","27052.5137","2021 -07-23","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/07/23 00:00:00","1368389.8","2021 -07-23","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/07/23 00:00:00","3689320.9716","2021 -07-23","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/07/23 00:00:00","-542628.82","2021 -07-23","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/07/23 00:00:00","1047270.36","2021 -07-23","1157"
"RM1.1) Currency in circulation -Total ","2021/08/27 00:00:00","2943946.3766","2021 -08-27","1150"
"RM1.3) Bankers' deposits with RBI ","2021/08/27 00:00:00","689089.95","2021 -08-27","1153"
"RM1.2) `Other' deposits with RBI ","2021/08/27 00:00:00","46155.8164","2021 -08-27","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/08/27 00:00:00","1191232.06","2021 -08-27","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/08/27 00:00:00","-745614.7","2021 -08-27","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/08/27 00:00:00","8615.98","2021 -08-27","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/08/27 00:00:00","4514458.6164","2021 -08-27","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/08/27 00:00:00","27209.7366","2021 -08-27","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/08/27 00:00:00","1316709.55","2021 -08-27","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/08/27 00:00:00","3679192.143","2021 -08-27","1154"
